Point,Corner,C1,L1,C2,L2,Pass/Fail,fc,PhaseMargin,GainMargin
13230.0,nom,1.156e-06,4.8e-05,9.333e-06,0.0001,,3.802e3,49.39,6.367
13240.0,nom,1.156e-06,4.8e-05,9.333e-06,8e-05,,3.756e3,50.88,2.695
13240.0,nom,1.156e-06,4.8e-05,9.333e-06,8.444e-05,,3.766e3,50.58,1.685
13240.0,nom,1.156e-06,4.8e-05,9.333e-06,8.889e-05,,3.778e3,50.36,1.698
13240.0,nom,1.156e-06,4.8e-05,9.333e-06,9.333e-05,,3.787e3,49.95,3.201
13240.0,nom,1.156e-06,4.8e-05,9.333e-06,9.778e-05,,3.798e3,49.65,5.348
13240.0,nom,1.156e-06,4.8e-05,9.333e-06,0.0001022,,3.808e3,49.3,7.334
13240.0,nom,1.156e-06,4.8e-05,9.333e-06,0.00010669999999999999,,3.819e3,48.98,9.168
13240.0,nom,1.156e-06,4.8e-05,9.333e-06,0.0001111,,3.831e3,48.7,10.9
13240.0,nom,1.156e-06,4.8e-05,9.333e-06,0.00011559999999999999,,3.841e3,48.3,12.65
13240.0,nom,1.156e-06,4.8e-05,9.333e-06,0.00011999999999999999,,3.853e3,48.04,14.21
13240.0,nom,1.156e-06,4.8e-05,9.778e-06,0.0001,,3.714e3,49.06,7.069
13250.0,nom,1.156e-06,4.8e-05,9.778e-06,8e-05,,3.669e3,50.5,3.315
13250.0,nom,1.156e-06,4.8e-05,9.778e-06,8.444e-05,,3.677e3,50.1,2.087
13250.0,nom,1.156e-06,4.8e-05,9.778e-06,8.889e-05,,3.687e3,49.8,2.107
13250.0,nom,1.156e-06,4.8e-05,9.778e-06,9.333e-05,,3.698e3,49.54,3.914
13250.0,nom,1.156e-06,4.8e-05,9.778e-06,9.778e-05,,3.707e3,49.14,6.03
13250.0,nom,1.156e-06,4.8e-05,9.778e-06,0.0001022,,3.719e3,48.74,8.198
13250.0,nom,1.156e-06,4.8e-05,9.778e-06,0.00010669999999999999,,3.727e3,48.48,9.835
13250.0,nom,1.156e-06,4.8e-05,9.778e-06,0.0001111,,3.736e3,48.05,11.7
13250.0,nom,1.156e-06,4.8e-05,9.778e-06,0.00011559999999999999,,3.746e3,47.79,13.47
13260.0,nom,1.156e-06,4.8e-05,9.778e-06,0.00011999999999999999,,3.756e3,47.35,15.17
13260.0,nom,1.156e-06,4.8e-05,1.022e-05,0.0001,,3.625e3,48.58,7.657
13260.0,nom,1.156e-06,4.8e-05,1.022e-05,8e-05,,3.583e3,49.94,3.426
13260.0,nom,1.156e-06,4.8e-05,1.022e-05,8.444e-05,,3.592e3,49.61,2.495
13260.0,nom,1.156e-06,4.8e-05,1.022e-05,8.889e-05,,3.601e3,49.29,2.527
13260.0,nom,1.156e-06,4.8e-05,1.022e-05,9.333e-05,,3.611e3,49.02,4.553
13260.0,nom,1.156e-06,4.8e-05,1.022e-05,9.778e-05,,3.622e3,48.81,6.602
13260.0,nom,1.156e-06,4.8e-05,1.022e-05,0.0001022,,3.629e3,48.29,8.617
13260.0,nom,1.156e-06,4.8e-05,1.022e-05,0.00010669999999999999,,3.641e3,48.13,10.38
13260.0,nom,1.156e-06,4.8e-05,1.022e-05,0.0001111,,3.647e3,47.59,12.28
13260.0,nom,1.156e-06,4.8e-05,1.022e-05,0.00011559999999999999,,3.659e3,47.37,13.93
13270.0,nom,1.156e-06,4.8e-05,1.022e-05,0.00011999999999999999,,3.67e3,47.13,15.48
13270.0,nom,1.156e-06,4.8e-05,1.067e-05,0.0001,,3.541e3,48.08,8.206
13270.0,nom,1.156e-06,4.8e-05,1.067e-05,8e-05,,3.499e3,49.32,3.328
13270.0,nom,1.156e-06,4.8e-05,1.067e-05,8.444e-05,,3.508e3,49.03,2.599
13270.0,nom,1.156e-06,4.8e-05,1.067e-05,8.889e-05,,3.517e3,48.78,2.836
13270.0,nom,1.156e-06,4.8e-05,1.067e-05,9.333e-05,,3.527e3,48.47,5.148
13270.0,nom,1.156e-06,4.8e-05,1.067e-05,9.778e-05,,3.536e3,48.16,7.244
13270.0,nom,1.156e-06,4.8e-05,1.067e-05,0.0001022,,3.544e3,47.81,9.217
13270.0,nom,1.156e-06,4.8e-05,1.067e-05,0.00010669999999999999,,3.553e3,47.49,11.07
13280.0,nom,1.156e-06,4.8e-05,1.067e-05,0.0001111,,3.564e3,47.27,12.76
13280.0,nom,1.156e-06,4.8e-05,1.067e-05,0.00011559999999999999,,3.573e3,46.94,14.49
13280.0,nom,1.156e-06,4.8e-05,1.067e-05,0.00011999999999999999,,3.584e3,46.71,16.02
13280.0,nom,1.156e-06,4.8e-05,1.111e-05,0.0001,,3.459e3,47.58,8.817
13280.0,nom,1.156e-06,4.8e-05,1.111e-05,8e-05,,3.421e3,48.88,3.754
13280.0,nom,1.156e-06,4.8e-05,1.111e-05,8.444e-05,,3.428e3,48.53,2.92
13280.0,nom,1.156e-06,4.8e-05,1.111e-05,8.889e-05,,3.437e3,48.27,3.42
13280.0,nom,1.156e-06,4.8e-05,1.111e-05,9.333e-05,,3.443e3,47.82,5.634
13280.0,nom,1.156e-06,4.8e-05,1.111e-05,9.778e-05,,3.454e3,47.67,7.794
13280.0,nom,1.156e-06,4.8e-05,1.111e-05,0.0001022,,3.463e3,47.34,9.759
13280.0,nom,1.156e-06,4.8e-05,1.111e-05,0.00010669999999999999,,3.472e3,47.08,11.57
13290.0,nom,1.156e-06,4.8e-05,1.111e-05,0.0001111,,3.482e3,46.83,13.29
13290.0,nom,1.156e-06,4.8e-05,1.111e-05,0.00011559999999999999,,3.491e3,46.5,15.03
13290.0,nom,1.156e-06,4.8e-05,1.111e-05,0.00011999999999999999,,3.498e3,46.06,16.87
13290.0,nom,1.156e-06,4.8e-05,1.156e-05,0.0001,,3.382e3,47.13,9.265
13290.0,nom,1.156e-06,4.8e-05,1.156e-05,8e-05,,3.343e3,48.33,3.798
13290.0,nom,1.156e-06,4.8e-05,1.156e-05,8.444e-05,,3.35e3,47.98,3.019
13290.0,nom,1.156e-06,4.8e-05,1.156e-05,8.889e-05,,3.361e3,47.79,4.02
13290.0,nom,1.156e-06,4.8e-05,1.156e-05,9.333e-05,,3.367e3,47.43,6.219
13290.0,nom,1.156e-06,4.8e-05,1.156e-05,9.778e-05,,3.376e3,47.18,8.367
13300.0,nom,1.156e-06,4.8e-05,1.156e-05,0.0001022,,3.384e3,46.88,10.28
13300.0,nom,1.156e-06,4.8e-05,1.156e-05,0.00010669999999999999,,3.393e3,46.63,12.08
13300.0,nom,1.156e-06,4.8e-05,1.156e-05,0.0001111,,3.4e3,46.2,13.98
13300.0,nom,1.156e-06,4.8e-05,1.156e-05,0.00011559999999999999,,3.411e3,46.08,15.51
13300.0,nom,1.156e-06,4.8e-05,1.156e-05,0.00011999999999999999,,3.418e3,45.6,17.33
13300.0,nom,1.156e-06,4.8e-05,1.2e-05,0.0001,,3.306e3,46.67,9.773
13300.0,nom,1.156e-06,4.8e-05,1.2e-05,8e-05,,3.269e3,47.8,3.903
13300.0,nom,1.156e-06,4.8e-05,1.2e-05,8.444e-05,,3.276e3,47.53,3.412
13300.0,nom,1.156e-06,4.8e-05,1.2e-05,8.889e-05,,3.285e3,47.3,4.488
13300.0,nom,1.156e-06,4.8e-05,1.2e-05,9.333e-05,,3.293e3,47.04,6.747
13300.0,nom,1.156e-06,4.8e-05,1.2e-05,9.778e-05,,3.301e3,46.73,8.812
13310.0,nom,1.156e-06,4.8e-05,1.2e-05,0.0001022,,3.308e3,46.41,10.79
13310.0,nom,1.156e-06,4.8e-05,1.2e-05,0.00010669999999999999,,3.318e3,46.25,12.5
13310.0,nom,1.156e-06,4.8e-05,1.2e-05,0.0001111,,3.324e3,45.81,14.45
13310.0,nom,1.156e-06,4.8e-05,1.2e-05,0.00011559999999999999,,3.332e3,45.47,16.24
13310.0,nom,1.156e-06,4.8e-05,1.2e-05,0.00011999999999999999,,3.343e3,45.3,17.74
13310.0,nom,1.2e-06,4e-05,1e-05,0.0001,,3.683e3,51.28,10.4
13310.0,nom,1.2e-06,4e-05,1e-05,8e-05,,3.637e3,52.66,7.216
13310.0,nom,1.2e-06,4e-05,1e-05,8.444e-05,,3.654e3,52.67,7.778
13310.0,nom,1.2e-06,4e-05,1e-05,8.889e-05,,3.656e3,52.01,7.123
13320.0,nom,1.2e-06,4e-05,1e-05,9.333e-05,,3.665e3,51.65,7.652
13320.0,nom,1.2e-06,4e-05,1e-05,9.778e-05,,3.678e3,51.44,9.458
13320.0,nom,1.2e-06,4e-05,1e-05,0.0001022,,3.687e3,51.07,11.2
13320.0,nom,1.2e-06,4e-05,1e-05,0.00010669999999999999,,3.701e3,50.9,12.76
13320.0,nom,1.2e-06,4e-05,1e-05,0.0001111,,3.708e3,50.36,14.47
13320.0,nom,1.2e-06,4e-05,1e-05,0.00011559999999999999,,3.72e3,50.13,15.87
13320.0,nom,1.2e-06,4e-05,1e-05,0.00011999999999999999,,3.729e3,49.63,17.52
13320.0,nom,1.2e-06,4e-05,8e-06,0.0001,,4.12e3,53.81,7.275
13320.0,nom,1.2e-06,4e-05,8e-06,8e-05,,4.063e3,55.41,6.05
13320.0,nom,1.2e-06,4e-05,8e-06,8.444e-05,,4.083e3,55.44,5.946
13320.0,nom,1.2e-06,4e-05,8e-06,8.889e-05,,4.088e3,54.72,5.122
13330.0,nom,1.2e-06,4e-05,8e-06,9.333e-05,,4.103e3,54.51,5.671
13330.0,nom,1.2e-06,4e-05,8e-06,9.778e-05,,4.112e3,53.9,6.348
13330.0,nom,1.2e-06,4e-05,8e-06,0.0001022,,4.128e3,53.73,8.103
13330.0,nom,1.2e-06,4e-05,8e-06,0.00010669999999999999,,4.137e3,53.1,9.804
13330.0,nom,1.2e-06,4e-05,8e-06,0.0001111,,4.154e3,52.96,11.29
13330.0,nom,1.2e-06,4e-05,8e-06,0.00011559999999999999,,4.163e3,52.3,12.95
13330.0,nom,1.2e-06,4e-05,8e-06,0.00011999999999999999,,4.187e3,52.16,14.21
13330.0,nom,1.2e-06,4e-05,8.443999999999999e-06,0.0001,,4.014e3,53.18,8.026
13330.0,nom,1.2e-06,4e-05,8.443999999999999e-06,8e-05,,3.959e3,54.73,6.105
13340.0,nom,1.2e-06,4e-05,8.443999999999999e-06,8.444e-05,,3.986e3,55.09,6.89
13340.0,nom,1.2e-06,4e-05,8.443999999999999e-06,8.889e-05,,3.986e3,54.21,5.793
13340.0,nom,1.2e-06,4e-05,8.443999999999999e-06,9.333e-05,,3.996e3,53.74,6.037
13340.0,nom,1.2e-06,4e-05,8.443999999999999e-06,9.778e-05,,4.01e3,53.47,7.146
13340.0,nom,1.2e-06,4e-05,8.443999999999999e-06,0.0001022,,4.02e3,52.99,8.885
13340.0,nom,1.2e-06,4e-05,8.443999999999999e-06,0.00010669999999999999,,4.03e3,52.53,10.58
13340.0,nom,1.2e-06,4e-05,8.443999999999999e-06,0.0001111,,4.048e3,52.46,12.02
13340.0,nom,1.2e-06,4e-05,8.443999999999999e-06,0.00011559999999999999,,4.06e3,52.02,13.55
13340.0,nom,1.2e-06,4e-05,8.443999999999999e-06,0.00011999999999999999,,4.07e3,51.44,15.21
13340.0,nom,1.2e-06,4e-05,8.888999999999999e-06,0.0001,,3.913e3,52.61,8.73
13340.0,nom,1.2e-06,4e-05,8.888999999999999e-06,8e-05,,3.864e3,54.19,6.61
13350.0,nom,1.2e-06,4e-05,8.888999999999999e-06,8.444e-05,,3.88e3,54.1,6.559
13350.0,nom,1.2e-06,4e-05,8.888999999999999e-06,8.889e-05,,3.887e3,53.56,6.199
13350.0,nom,1.2e-06,4e-05,8.888999999999999e-06,9.333e-05,,3.896e3,53.12,6.463
13350.0,nom,1.2e-06,4e-05,8.888999999999999e-06,9.778e-05,,3.91e3,52.87,7.867
13350.0,nom,1.2e-06,4e-05,8.888999999999999e-06,0.0001022,,3.92e3,52.46,9.608
13350.0,nom,1.2e-06,4e-05,8.888999999999999e-06,0.00010669999999999999,,3.929e3,51.96,11.34
13350.0,nom,1.2e-06,4e-05,8.888999999999999e-06,0.0001111,,3.943e3,51.78,12.88
13350.0,nom,1.2e-06,4e-05,8.888999999999999e-06,0.00011559999999999999,,3.953e3,51.23,14.46
13350.0,nom,1.2e-06,4e-05,8.888999999999999e-06,0.00011999999999999999,,3.966e3,50.92,15.91
13360.0,nom,1.2e-06,4e-05,9.333e-06,0.0001,,3.814e3,51.87,9.452
13360.0,nom,1.2e-06,4e-05,9.333e-06,8e-05,,3.768e3,53.55,6.745
13360.0,nom,1.2e-06,4e-05,9.333e-06,8.444e-05,,3.791e3,53.68,7.456
13360.0,nom,1.2e-06,4e-05,9.333e-06,8.889e-05,,3.796e3,53.08,7.025
13360.0,nom,1.2e-06,4e-05,9.333e-06,9.333e-05,,3.801e3,52.58,7.102
13360.0,nom,1.2e-06,4e-05,9.333e-06,9.778e-05,,3.813e3,52.25,8.538
13360.0,nom,1.2e-06,4e-05,9.333e-06,0.0001022,,3.825e3,51.93,10.27
13360.0,nom,1.2e-06,4e-05,9.333e-06,0.00010669999999999999,,3.836e3,51.6,11.89
13360.0,nom,1.2e-06,4e-05,9.333e-06,0.0001111,,3.847e3,51.23,13.46
13360.0,nom,1.2e-06,4e-05,9.333e-06,0.00011559999999999999,,3.861e3,51.01,14.91
13360.0,nom,1.2e-06,4e-05,9.333e-06,0.00011999999999999999,,3.868e3,50.42,16.57
13370.0,nom,1.2e-06,4e-05,9.778e-06,0.0001,,3.727e3,51.57,10.07
13370.0,nom,1.2e-06,4e-05,9.778e-06,8e-05,,3.674e3,52.75,6.464
13370.0,nom,1.2e-06,4e-05,9.778e-06,8.444e-05,,3.696e3,52.87,7.32
13370.0,nom,1.2e-06,4e-05,9.778e-06,8.889e-05,,3.698e3,52.23,6.652
13370.0,nom,1.2e-06,4e-05,9.778e-06,9.333e-05,,3.706e3,51.83,7.232
13370.0,nom,1.2e-06,4e-05,9.778e-06,9.778e-05,,3.721e3,51.66,9.131
13370.0,nom,1.2e-06,4e-05,9.778e-06,0.0001022,,3.731e3,51.32,10.91
13370.0,nom,1.2e-06,4e-05,9.778e-06,0.00010669999999999999,,3.74e3,50.86,12.61
13370.0,nom,1.2e-06,4e-05,9.778e-06,0.0001111,,3.75e3,50.5,14.23
13380.0,nom,1.2e-06,4e-05,9.778e-06,0.00011559999999999999,,3.761e3,50.15,15.81
13380.0,nom,1.2e-06,4e-05,9.778e-06,0.00011999999999999999,,3.777e3,50.03,17.03
13380.0,nom,1.2e-06,4e-05,1.022e-05,0.0001,,3.636e3,50.82,10.68
13380.0,nom,1.2e-06,4e-05,1.022e-05,8e-05,,3.587e3,52.14,6.584
13380.0,nom,1.2e-06,4e-05,1.022e-05,8.444e-05,,3.609e3,52.25,7.66
13380.0,nom,1.2e-06,4e-05,1.022e-05,8.889e-05,,3.615e3,51.79,7.511
13380.0,nom,1.2e-06,4e-05,1.022e-05,9.333e-05,,3.621e3,51.35,7.916
13380.0,nom,1.2e-06,4e-05,1.022e-05,9.778e-05,,3.632e3,51.07,9.782
13380.0,nom,1.2e-06,4e-05,1.022e-05,0.0001022,,3.644e3,50.83,11.47
13380.0,nom,1.2e-06,4e-05,1.022e-05,0.00010669999999999999,,3.651e3,50.37,13.17
13380.0,nom,1.2e-06,4e-05,1.022e-05,0.0001111,,3.665e3,50.16,14.68
13390.0,nom,1.2e-06,4e-05,1.022e-05,0.00011559999999999999,,3.671e3,49.64,16.38
13390.0,nom,1.2e-06,4e-05,1.022e-05,0.00011999999999999999,,3.684e3,49.38,17.81
13390.0,nom,1.2e-06,4e-05,1.067e-05,0.0001,,3.554e3,50.43,11.19
13390.0,nom,1.2e-06,4e-05,1.067e-05,8e-05,,3.508e3,51.69,7.266
13390.0,nom,1.2e-06,4e-05,1.067e-05,8.444e-05,,3.532e3,51.92,8.746
13390.0,nom,1.2e-06,4e-05,1.067e-05,8.889e-05,,3.528e3,51.11,7.658
13390.0,nom,1.2e-06,4e-05,1.067e-05,9.333e-05,,3.538e3,50.86,8.465
13390.0,nom,1.2e-06,4e-05,1.067e-05,9.778e-05,,3.547e3,50.51,10.32
13390.0,nom,1.2e-06,4e-05,1.067e-05,0.0001022,,3.559e3,50.31,12.02
13400.0,nom,1.2e-06,4e-05,1.067e-05,0.00010669999999999999,,3.569e3,49.99,13.64
13400.0,nom,1.2e-06,4e-05,1.067e-05,0.0001111,,3.579e3,49.65,15.26
13400.0,nom,1.2e-06,4e-05,1.067e-05,0.00011559999999999999,,3.589e3,49.33,16.72
13400.0,nom,1.2e-06,4e-05,1.067e-05,0.00011999999999999999,,3.597e3,48.86,18.39
13400.0,nom,1.2e-06,4e-05,1.111e-05,0.0001,,3.471e3,49.91,11.73
13400.0,nom,1.2e-06,4e-05,1.111e-05,8e-05,,3.427e3,51.07,7.448
13400.0,nom,1.2e-06,4e-05,1.111e-05,8.444e-05,,3.437e3,50.88,7.798
13400.0,nom,1.2e-06,4e-05,1.111e-05,8.889e-05,,3.449e3,50.62,8.17
13400.0,nom,1.2e-06,4e-05,1.111e-05,9.333e-05,,3.459e3,50.4,9.091
13400.0,nom,1.2e-06,4e-05,1.111e-05,9.778e-05,,3.464e3,49.91,10.88
13400.0,nom,1.2e-06,4e-05,1.111e-05,0.0001022,,3.476e3,49.71,12.59
13410.0,nom,1.2e-06,4e-05,1.111e-05,0.00010669999999999999,,3.484e3,49.35,14.24
13410.0,nom,1.2e-06,4e-05,1.111e-05,0.0001111,,3.495e3,49.12,15.77
13410.0,nom,1.2e-06,4e-05,1.111e-05,0.00011559999999999999,,3.504e3,48.78,17.33
13410.0,nom,1.2e-06,4e-05,1.111e-05,0.00011999999999999999,,3.514e3,48.45,18.79
13410.0,nom,1.2e-06,4e-05,1.156e-05,0.0001,,3.393e3,49.39,12.21
13410.0,nom,1.2e-06,4e-05,1.156e-05,8e-05,,3.354e3,50.64,8.136
13410.0,nom,1.2e-06,4e-05,1.156e-05,8.444e-05,,3.367e3,50.53,8.687
13410.0,nom,1.2e-06,4e-05,1.156e-05,8.889e-05,,3.376e3,50.29,9.214
13410.0,nom,1.2e-06,4e-05,1.156e-05,9.333e-05,,3.38e3,49.8,9.572
13420.0,nom,1.2e-06,4e-05,1.156e-05,9.778e-05,,3.387e3,49.45,11.38
13420.0,nom,1.2e-06,4e-05,1.156e-05,0.0001022,,3.397e3,49.21,13.07
13420.0,nom,1.2e-06,4e-05,1.156e-05,0.00010669999999999999,,3.407e3,48.95,14.66
13420.0,nom,1.2e-06,4e-05,1.156e-05,0.0001111,,3.411e3,48.4,16.49
13420.0,nom,1.2e-06,4e-05,1.156e-05,0.00011559999999999999,,3.426e3,48.06,18.11
13420.0,nom,1.2e-06,4e-05,1.156e-05,0.00011999999999999999,,3.432e3,47.91,19.37
13420.0,nom,1.2e-06,4e-05,1.2e-05,0.0001,,3.313e3,48.73,12.77
13420.0,nom,1.2e-06,4e-05,1.2e-05,8e-05,,3.277e3,50.03,8.167
13420.0,nom,1.2e-06,4e-05,1.2e-05,8.444e-05,,3.292e3,49.99,9.02
13420.0,nom,1.2e-06,4e-05,1.2e-05,8.889e-05,,3.293e3,49.46,8.612
13420.0,nom,1.2e-06,4e-05,1.2e-05,9.333e-05,,3.305e3,49.3,10.05
13430.0,nom,1.2e-06,4e-05,1.2e-05,9.778e-05,,3.311e3,48.93,11.87
13430.0,nom,1.2e-06,4e-05,1.2e-05,0.0001022,,3.319e3,48.71,13.57
13430.0,nom,1.2e-06,4e-05,1.2e-05,0.00010669999999999999,,3.331e3,48.28,15.56
13430.0,nom,1.2e-06,4e-05,1.2e-05,0.0001111,,3.34e3,48.22,16.63
13430.0,nom,1.2e-06,4e-05,1.2e-05,0.00011559999999999999,,3.348e3,47.9,18.14
13430.0,nom,1.2e-06,4e-05,1.2e-05,0.00011999999999999999,,3.354e3,47.44,19.84
13430.0,nom,1.2e-06,3.2e-05,1e-05,0.0001,,3.712e3,53.63,15.35
13430.0,nom,1.2e-06,3.2e-05,1e-05,8e-05,,3.664e3,55.06,14.53
13430.0,nom,1.2e-06,3.2e-05,1e-05,8.444e-05,,3.671e3,54.77,13.85
13440.0,nom,1.2e-06,3.2e-05,1e-05,8.889e-05,,3.686e3,54.49,14.17
13440.0,nom,1.2e-06,3.2e-05,1e-05,9.333e-05,,3.697e3,54.17,14.57
13440.0,nom,1.2e-06,3.2e-05,1e-05,9.778e-05,,3.707e3,53.84,15.07
13440.0,nom,1.2e-06,3.2e-05,1e-05,0.0001022,,3.719e3,53.58,15.79
13440.0,nom,1.2e-06,3.2e-05,1e-05,0.00010669999999999999,,3.742e3,53.61,17.06
13440.0,nom,1.2e-06,3.2e-05,1e-05,0.0001111,,3.746e3,53.04,17.26
13440.0,nom,1.2e-06,3.2e-05,1e-05,0.00011559999999999999,,3.756e3,52.63,17.78
13440.0,nom,1.2e-06,3.2e-05,1e-05,0.00011999999999999999,,3.765e3,52.24,18.23
13440.0,nom,1.2e-06,3.2e-05,8e-06,0.0001,,4.159e3,56.61,13.27
13440.0,nom,1.2e-06,3.2e-05,8e-06,8e-05,,4.102e3,58.28,13.87
13440.0,nom,1.2e-06,3.2e-05,8e-06,8.444e-05,,4.113e3,57.88,12.57
13450.0,nom,1.2e-06,3.2e-05,8e-06,8.889e-05,,4.126e3,57.55,12.32
13450.0,nom,1.2e-06,3.2e-05,8e-06,9.333e-05,,4.136e3,57.07,12.32
13450.0,nom,1.2e-06,3.2e-05,8e-06,9.778e-05,,4.151e3,56.73,12.89
13450.0,nom,1.2e-06,3.2e-05,8e-06,0.0001022,,4.167e3,56.49,13.62
13450.0,nom,1.2e-06,3.2e-05,8e-06,0.00010669999999999999,,4.19e3,56.11,14.31
13450.0,nom,1.2e-06,3.2e-05,8e-06,0.0001111,,4.211e3,55.74,14.92
13450.0,nom,1.2e-06,3.2e-05,8e-06,0.00011559999999999999,,4.229e3,55.21,15.39
13450.0,nom,1.2e-06,3.2e-05,8e-06,0.00011999999999999999,,4.256e3,54.93,16.12
13450.0,nom,1.2e-06,3.2e-05,8.443999999999999e-06,0.0001,,4.051e3,55.9,13.73
13460.0,nom,1.2e-06,3.2e-05,8.443999999999999e-06,8e-05,,3.994e3,57.47,13.84
13460.0,nom,1.2e-06,3.2e-05,8.443999999999999e-06,8.444e-05,,4.004e3,57.07,12.69
13460.0,nom,1.2e-06,3.2e-05,8.443999999999999e-06,8.889e-05,,4.019e3,56.82,12.66
13460.0,nom,1.2e-06,3.2e-05,8.443999999999999e-06,9.333e-05,,4.036e3,56.6,13.18
13460.0,nom,1.2e-06,3.2e-05,8.443999999999999e-06,9.778e-05,,4.043e3,56.08,13.45
13460.0,nom,1.2e-06,3.2e-05,8.443999999999999e-06,0.0001022,,4.059e3,55.79,14.1
13460.0,nom,1.2e-06,3.2e-05,8.443999999999999e-06,0.00010669999999999999,,4.072e3,55.42,14.71
13460.0,nom,1.2e-06,3.2e-05,8.443999999999999e-06,0.0001111,,4.085e3,55.03,15.32
13460.0,nom,1.2e-06,3.2e-05,8.443999999999999e-06,0.00011559999999999999,,4.098e3,54.64,15.92
13460.0,nom,1.2e-06,3.2e-05,8.443999999999999e-06,0.00011999999999999999,,4.112e3,54.27,16.52
13460.0,nom,1.2e-06,3.2e-05,8.888999999999999e-06,0.0001,,3.951e3,55.34,14.34
13470.0,nom,1.2e-06,3.2e-05,8.888999999999999e-06,8e-05,,3.894e3,56.8,14.05
13470.0,nom,1.2e-06,3.2e-05,8.888999999999999e-06,8.444e-05,,3.904e3,56.44,13.22
13470.0,nom,1.2e-06,3.2e-05,8.888999999999999e-06,8.889e-05,,3.921e3,56.19,13.22
13470.0,nom,1.2e-06,3.2e-05,8.888999999999999e-06,9.333e-05,,3.926e3,55.72,13.51
13470.0,nom,1.2e-06,3.2e-05,8.888999999999999e-06,9.778e-05,,3.94e3,55.39,13.8
13470.0,nom,1.2e-06,3.2e-05,8.888999999999999e-06,0.0001022,,3.976e3,55.81,15.72
13470.0,nom,1.2e-06,3.2e-05,8.888999999999999e-06,0.00010669999999999999,,3.967e3,54.71,15.13
13470.0,nom,1.2e-06,3.2e-05,8.888999999999999e-06,0.0001111,,3.983e3,54.45,15.91
13470.0,nom,1.2e-06,3.2e-05,8.888999999999999e-06,0.00011559999999999999,,3.993e3,53.98,16.42
13480.0,nom,1.2e-06,3.2e-05,8.888999999999999e-06,0.00011999999999999999,,4.01e3,53.8,17.17
13480.0,nom,1.2e-06,3.2e-05,9.333e-06,0.0001,,3.854e3,54.71,14.88
13480.0,nom,1.2e-06,3.2e-05,9.333e-06,8e-05,,3.8e3,56.11,14.23
13480.0,nom,1.2e-06,3.2e-05,9.333e-06,8.444e-05,,3.811e3,55.77,13.54
13480.0,nom,1.2e-06,3.2e-05,9.333e-06,8.889e-05,,3.823e3,55.46,13.57
13480.0,nom,1.2e-06,3.2e-05,9.333e-06,9.333e-05,,3.831e3,55.05,13.72
13480.0,nom,1.2e-06,3.2e-05,9.333e-06,9.778e-05,,3.842e3,54.7,14.23
13480.0,nom,1.2e-06,3.2e-05,9.333e-06,0.0001022,,3.858e3,54.48,15.05
13480.0,nom,1.2e-06,3.2e-05,9.333e-06,0.00010669999999999999,,3.872e3,54.15,15.78
13480.0,nom,1.2e-06,3.2e-05,9.333e-06,0.0001111,,3.885e3,53.88,16.45
13480.0,nom,1.2e-06,3.2e-05,9.333e-06,0.00011559999999999999,,3.897e3,53.53,17.07
13490.0,nom,1.2e-06,3.2e-05,9.333e-06,0.00011999999999999999,,3.904e3,52.97,17.39
13490.0,nom,1.2e-06,3.2e-05,9.778e-06,0.0001,,3.755e3,53.9,15.03
13490.0,nom,1.2e-06,3.2e-05,9.778e-06,8e-05,,3.708e3,55.4,14.4
13490.0,nom,1.2e-06,3.2e-05,9.778e-06,8.444e-05,,3.718e3,54.82,13.66
13490.0,nom,1.2e-06,3.2e-05,9.778e-06,8.889e-05,,3.731e3,54.83,13.97
13490.0,nom,1.2e-06,3.2e-05,9.778e-06,9.333e-05,,3.74e3,54.46,14.26
13490.0,nom,1.2e-06,3.2e-05,9.778e-06,9.778e-05,,3.749e3,54.07,14.71
13490.0,nom,1.2e-06,3.2e-05,9.778e-06,0.0001022,,3.766e3,53.9,15.63
13490.0,nom,1.2e-06,3.2e-05,9.778e-06,0.00010669999999999999,,3.777e3,53.58,16.23
13500.0,nom,1.2e-06,3.2e-05,9.778e-06,0.0001111,,3.788e3,53.21,16.83
13500.0,nom,1.2e-06,3.2e-05,9.778e-06,0.00011559999999999999,,3.797e3,52.79,17.3
13500.0,nom,1.2e-06,3.2e-05,9.778e-06,0.00011999999999999999,,3.812e3,52.54,18.06
13500.0,nom,1.2e-06,3.2e-05,1.022e-05,0.0001,,3.668e3,53.39,15.64
13500.0,nom,1.2e-06,3.2e-05,1.022e-05,8e-05,,3.62e3,54.74,14.65
13500.0,nom,1.2e-06,3.2e-05,1.022e-05,8.444e-05,,3.631e3,54.47,14.17
13500.0,nom,1.2e-06,3.2e-05,1.022e-05,8.889e-05,,3.642e3,54.16,14.35
13500.0,nom,1.2e-06,3.2e-05,1.022e-05,9.333e-05,,3.648e3,53.77,14.55
13500.0,nom,1.2e-06,3.2e-05,1.022e-05,9.778e-05,,3.659e3,53.45,15.11
13500.0,nom,1.2e-06,3.2e-05,1.022e-05,0.0001022,,3.675e3,53.26,16.01
13500.0,nom,1.2e-06,3.2e-05,1.022e-05,0.00010669999999999999,,3.685e3,52.92,16.61
13510.0,nom,1.2e-06,3.2e-05,1.022e-05,0.0001111,,3.697e3,52.66,17.37
13510.0,nom,1.2e-06,3.2e-05,1.022e-05,0.00011559999999999999,,3.707e3,52.23,17.82
13510.0,nom,1.2e-06,3.2e-05,1.022e-05,0.00011999999999999999,,3.721e3,51.95,18.53
