Point,Corner,C1,L1,C2,L2,Pass/Fail,fc,PhaseMargin,GainMargin
3151.0,nom,8.444e-07,3.733e-05,1e-05,9.333e-05,,3.788e3,53.03,20.47
3152.0,nom,8.444e-07,3.733e-05,1e-05,9.778e-05,,3.793e3,52.58,21.75
3153.0,nom,8.444e-07,3.733e-05,1e-05,0.0001022,,3.802e3,52.35,21.24
3154.0,nom,8.444e-07,3.733e-05,1e-05,0.00010669999999999999,,3.808e3,51.85,21.13
3155.0,nom,8.444e-07,3.733e-05,1e-05,0.0001111,,3.819e3,51.59,20.42
3156.0,nom,8.444e-07,3.733e-05,1e-05,0.00011559999999999999,,3.827e3,51.27,20.01
3157.0,nom,8.444e-07,3.733e-05,1e-05,0.00011999999999999999,,3.836e3,50.94,19.79
3158.0,nom,8.444e-07,3.733e-05,8e-06,0.0001,,4.321e3,55.03,20.08
3159.0,nom,8.444e-07,3.733e-05,8e-06,8e-05,,4.253e3,56.83,11.69
3160.0,nom,8.444e-07,3.733e-05,8e-06,8.444e-05,,4.27e3,56.52,13.97
3161.0,nom,8.444e-07,3.733e-05,8e-06,8.889e-05,,4.286e3,56.1,16.13
3162.0,nom,8.444e-07,3.733e-05,8e-06,9.333e-05,,4.3e3,55.72,18.18
3163.0,nom,8.444e-07,3.733e-05,8e-06,9.778e-05,,4.314e3,55.33,19.75
3164.0,nom,8.444e-07,3.733e-05,8e-06,0.0001022,,4.335e3,55.02,19.28
3165.0,nom,8.444e-07,3.733e-05,8e-06,0.00010669999999999999,,4.349e3,54.56,19.37
3166.0,nom,8.444e-07,3.733e-05,8e-06,0.0001111,,4.374e3,54.1,18.59
3167.0,nom,8.444e-07,3.733e-05,8e-06,0.00011559999999999999,,4.384e3,53.85,18.4
3168.0,nom,8.444e-07,3.733e-05,8e-06,0.00011999999999999999,,4.401e3,53.42,18.13
3169.0,nom,8.444e-07,3.733e-05,8.443999999999999e-06,0.0001,,4.161e3,54.71,19.65
3170.0,nom,8.444e-07,3.733e-05,8.443999999999999e-06,8e-05,,4.114e3,56.07,12.56
3171.0,nom,8.444e-07,3.733e-05,8.443999999999999e-06,8.444e-05,,4.122e3,55.78,14.94
3172.0,nom,8.444e-07,3.733e-05,8.443999999999999e-06,8.889e-05,,4.132e3,55.4,17.31
3173.0,nom,8.444e-07,3.733e-05,8.443999999999999e-06,9.333e-05,,4.145e3,55.16,18.72
3174.0,nom,8.444e-07,3.733e-05,8.443999999999999e-06,9.778e-05,,4.152e3,54.68,20.23
3175.0,nom,8.444e-07,3.733e-05,8.443999999999999e-06,0.0001022,,4.162e3,54.26,20.48
3176.0,nom,8.444e-07,3.733e-05,8.443999999999999e-06,0.00010669999999999999,,4.176e3,54.02,19.78
3177.0,nom,8.444e-07,3.733e-05,8.443999999999999e-06,0.0001111,,4.189e3,53.56,19.31
3178.0,nom,8.444e-07,3.733e-05,8.443999999999999e-06,0.00011559999999999999,,4.2e3,53.01,18.93
3179.0,nom,8.444e-07,3.733e-05,8.443999999999999e-06,0.00011999999999999999,,4.22e3,52.77,18.54
3180.0,nom,8.444e-07,3.733e-05,8.888999999999999e-06,0.0001,,4.052e3,54.11,20.08
3181.0,nom,8.444e-07,3.733e-05,8.888999999999999e-06,8e-05,,4.01e3,55.62,12.87
3182.0,nom,8.444e-07,3.733e-05,8.888999999999999e-06,8.444e-05,,4.015e3,55.2,15.5
3183.0,nom,8.444e-07,3.733e-05,8.888999999999999e-06,8.889e-05,,4.028e3,54.95,17.29
3184.0,nom,8.444e-07,3.733e-05,8.888999999999999e-06,9.333e-05,,4.037e3,54.56,19.2
3185.0,nom,8.444e-07,3.733e-05,8.888999999999999e-06,9.778e-05,,4.045e3,54.15,20.44
3186.0,nom,8.444e-07,3.733e-05,8.888999999999999e-06,0.0001022,,4.054e3,53.79,20.45
3187.0,nom,8.444e-07,3.733e-05,8.888999999999999e-06,0.00010669999999999999,,4.064e3,53.41,20.1
3188.0,nom,8.444e-07,3.733e-05,8.888999999999999e-06,0.0001111,,4.075e3,53.17,19.46
3189.0,nom,8.444e-07,3.733e-05,8.888999999999999e-06,0.00011559999999999999,,4.085e3,52.85,19.09
3190.0,nom,8.444e-07,3.733e-05,8.888999999999999e-06,0.00011999999999999999,,4.092e3,52.36,18.91
3191.0,nom,8.444e-07,3.733e-05,9.333e-06,0.0001,,3.948e3,53.47,20.58
3192.0,nom,8.444e-07,3.733e-05,9.333e-06,8e-05,,3.908e3,55,13.45
3193.0,nom,8.444e-07,3.733e-05,9.333e-06,8.444e-05,,3.915e3,54.6,16.16
3194.0,nom,8.444e-07,3.733e-05,9.333e-06,8.889e-05,,3.921e3,54.14,18.67
3195.0,nom,8.444e-07,3.733e-05,9.333e-06,9.333e-05,,3.934e3,53.89,19.8
3196.0,nom,8.444e-07,3.733e-05,9.333e-06,9.778e-05,,3.941e3,53.55,20.83
3197.0,nom,8.444e-07,3.733e-05,9.333e-06,0.0001022,,3.953e3,53.35,20.41
3198.0,nom,8.444e-07,3.733e-05,9.333e-06,0.00010669999999999999,,3.96e3,52.89,20.33
3199.0,nom,8.444e-07,3.733e-05,9.333e-06,0.0001111,,3.964e3,52.27,20.12
3200.0,nom,8.444e-07,3.733e-05,9.333e-06,0.00011559999999999999,,3.979e3,52.24,19.46
3201.0,nom,8.444e-07,3.733e-05,9.333e-06,0.00011999999999999999,,3.988e3,51.92,19.27
3202.0,nom,8.444e-07,3.733e-05,9.778e-06,0.0001,,3.85e3,52.93,20.76
3203.0,nom,8.444e-07,3.733e-05,9.778e-06,8e-05,,3.811e3,54.35,14.01
3204.0,nom,8.444e-07,3.733e-05,9.778e-06,8.444e-05,,3.819e3,54.07,16.21
3205.0,nom,8.444e-07,3.733e-05,9.778e-06,8.889e-05,,3.826e3,53.66,18.61
3206.0,nom,8.444e-07,3.733e-05,9.778e-06,9.333e-05,,3.832e3,53.25,20.73
3207.0,nom,8.444e-07,3.733e-05,9.778e-06,9.778e-05,,3.844e3,53.04,20.9
3208.0,nom,8.444e-07,3.733e-05,9.778e-06,0.0001022,,3.852e3,52.65,21.02
3209.0,nom,8.444e-07,3.733e-05,9.778e-06,0.00010669999999999999,,3.861e3,52.34,20.56
3210.0,nom,8.444e-07,3.733e-05,9.778e-06,0.0001111,,3.867e3,51.9,20.22
3211.0,nom,8.444e-07,3.733e-05,9.778e-06,0.00011559999999999999,,3.875e3,51.58,19.87
3212.0,nom,8.444e-07,3.733e-05,9.778e-06,0.00011999999999999999,,3.886e3,51.33,19.63
3213.0,nom,8.444e-07,3.733e-05,1.022e-05,0.0001,,3.755e3,52.35,21.14
3214.0,nom,8.444e-07,3.733e-05,1.022e-05,8e-05,,3.718e3,53.71,14.62
3215.0,nom,8.444e-07,3.733e-05,1.022e-05,8.444e-05,,3.72e3,53.35,17.3
3216.0,nom,8.444e-07,3.733e-05,1.022e-05,8.889e-05,,3.733e3,53.04,19.61
3217.0,nom,8.444e-07,3.733e-05,1.022e-05,9.333e-05,,3.736e3,52.6,21.39
3218.0,nom,8.444e-07,3.733e-05,1.022e-05,9.778e-05,,3.748e3,52.37,21.55
3219.0,nom,8.444e-07,3.733e-05,1.022e-05,0.0001022,,3.757e3,52.06,21.39
3220.0,nom,8.444e-07,3.733e-05,1.022e-05,0.00010669999999999999,,3.762e3,51.58,21.21
3221.0,nom,8.444e-07,3.733e-05,1.022e-05,0.0001111,,3.772e3,51.39,20.51
3222.0,nom,8.444e-07,3.733e-05,1.022e-05,0.00011559999999999999,,3.777e3,50.88,20.22
3223.0,nom,8.444e-07,3.733e-05,1.022e-05,0.00011999999999999999,,3.787e3,50.61,19.94
3224.0,nom,8.444e-07,3.733e-05,1.067e-05,0.0001,,3.662e3,51.66,21.74
3225.0,nom,8.444e-07,3.733e-05,1.067e-05,8e-05,,3.629e3,53.09,15.21
3226.0,nom,8.444e-07,3.733e-05,1.067e-05,8.444e-05,,3.635e3,52.73,17.65
3227.0,nom,8.444e-07,3.733e-05,1.067e-05,8.889e-05,,3.642e3,52.4,19.91
3228.0,nom,8.444e-07,3.733e-05,1.067e-05,9.333e-05,,3.653e3,52.22,20.81
3229.0,nom,8.444e-07,3.733e-05,1.067e-05,9.778e-05,,3.658e3,51.78,21.89
3230.0,nom,8.444e-07,3.733e-05,1.067e-05,0.0001022,,3.664e3,51.42,21.91
3231.0,nom,8.444e-07,3.733e-05,1.067e-05,0.00010669999999999999,,3.675e3,51.2,21.17
3232.0,nom,8.444e-07,3.733e-05,1.067e-05,0.0001111,,3.68e3,50.79,20.83
3233.0,nom,8.444e-07,3.733e-05,1.067e-05,0.00011559999999999999,,3.689e3,50.49,20.46
3234.0,nom,8.444e-07,3.733e-05,1.067e-05,0.00011999999999999999,,3.695e3,50.1,20.27
3235.0,nom,8.444e-07,3.733e-05,1.111e-05,0.0001,,3.577e3,51.16,21.88
3236.0,nom,8.444e-07,3.733e-05,1.111e-05,8e-05,,3.542e3,52.43,15.81
3237.0,nom,8.444e-07,3.733e-05,1.111e-05,8.444e-05,,3.549e3,52.21,17.94
3238.0,nom,8.444e-07,3.733e-05,1.111e-05,8.889e-05,,3.558e3,51.91,19.89
3239.0,nom,8.444e-07,3.733e-05,1.111e-05,9.333e-05,,3.566e3,51.48,21.6
3240.0,nom,8.444e-07,3.733e-05,1.111e-05,9.778e-05,,3.568e3,51.12,22.78
3241.0,nom,8.444e-07,3.733e-05,1.111e-05,0.0001022,,3.576e3,50.82,22.36
3242.0,nom,8.444e-07,3.733e-05,1.111e-05,0.00010669999999999999,,3.585e3,50.54,21.63
3243.0,nom,8.444e-07,3.733e-05,1.111e-05,0.0001111,,3.591e3,50.18,21.19
3244.0,nom,8.444e-07,3.733e-05,1.111e-05,0.00011559999999999999,,3.603e3,50.07,20.72
3245.0,nom,8.444e-07,3.733e-05,1.111e-05,0.00011999999999999999,,3.611e3,49.77,20.59
3246.0,nom,8.444e-07,3.733e-05,1.156e-05,0.0001,,3.493e3,50.59,22.18
3247.0,nom,8.444e-07,3.733e-05,1.156e-05,8e-05,,3.462e3,51.91,16.08
3248.0,nom,8.444e-07,3.733e-05,1.156e-05,8.444e-05,,3.467e3,51.56,18.64
3249.0,nom,8.444e-07,3.733e-05,1.156e-05,8.889e-05,,3.474e3,51.26,20.68
3250.0,nom,8.444e-07,3.733e-05,1.156e-05,9.333e-05,,3.481e3,50.99,21.97
3251.0,nom,8.444e-07,3.733e-05,1.156e-05,9.778e-05,,3.488e3,50.72,22.3
3252.0,nom,8.444e-07,3.733e-05,1.156e-05,0.0001022,,3.493e3,50.3,22.49
3253.0,nom,8.444e-07,3.733e-05,1.156e-05,0.00010669999999999999,,3.501e3,50.02,21.86
3254.0,nom,8.444e-07,3.733e-05,1.156e-05,0.0001111,,3.51e3,49.81,21.33
3255.0,nom,8.444e-07,3.733e-05,1.156e-05,0.00011559999999999999,,3.512e3,49.28,21.1
3256.0,nom,8.444e-07,3.733e-05,1.156e-05,0.00011999999999999999,,3.522e3,49.15,20.96
3257.0,nom,8.444e-07,3.733e-05,1.2e-05,0.0001,,3.41e3,49.97,22.73
3258.0,nom,8.444e-07,3.733e-05,1.2e-05,8e-05,,3.381e3,51.27,16.76
3259.0,nom,8.444e-07,3.733e-05,1.2e-05,8.444e-05,,3.389e3,51.07,18.97
3260.0,nom,8.444e-07,3.733e-05,1.2e-05,8.889e-05,,3.391e3,50.61,21.78
3261.0,nom,8.444e-07,3.733e-05,1.2e-05,9.333e-05,,3.402e3,50.48,22.03
3262.0,nom,8.444e-07,3.733e-05,1.2e-05,9.778e-05,,3.406e3,50.06,23.12
3263.0,nom,8.444e-07,3.733e-05,1.2e-05,0.0001022,,3.417e3,49.92,22.23
3264.0,nom,8.444e-07,3.733e-05,1.2e-05,0.00010669999999999999,,3.418e3,49.47,22.3
3265.0,nom,8.444e-07,3.733e-05,1.2e-05,0.0001111,,3.425e3,49.18,21.71
3266.0,nom,8.444e-07,3.733e-05,1.2e-05,0.00011559999999999999,,3.435e3,48.95,21.33
3267.0,nom,8.444e-07,3.733e-05,1.2e-05,0.00011999999999999999,,3.44e3,48.6,21.19
3268.0,nom,8.444e-07,3.911e-05,1e-05,0.0001,,3.793e3,51.85,21.07
3269.0,nom,8.444e-07,3.911e-05,1e-05,8e-05,,3.762e3,53.56,13.92
3270.0,nom,8.444e-07,3.911e-05,1e-05,8.444e-05,,3.767e3,53.13,16.65
3271.0,nom,8.444e-07,3.911e-05,1e-05,8.889e-05,,3.774e3,52.76,19.08
3272.0,nom,8.444e-07,3.911e-05,1e-05,9.333e-05,,3.782e3,52.25,20.56
3273.0,nom,8.444e-07,3.911e-05,1e-05,9.778e-05,,3.792e3,52.15,20.85
3274.0,nom,8.444e-07,3.911e-05,1e-05,0.0001022,,3.797e3,51.69,20.78
3275.0,nom,8.444e-07,3.911e-05,1e-05,0.00010669999999999999,,3.809e3,51.52,19.78
3276.0,nom,8.444e-07,3.911e-05,1e-05,0.0001111,,3.817e3,51.23,19.23
3277.0,nom,8.444e-07,3.911e-05,1e-05,0.00011559999999999999,,3.823e3,50.74,18.86
3278.0,nom,8.444e-07,3.911e-05,1e-05,0.00011999999999999999,,3.832e3,50.4,18.61
3279.0,nom,8.444e-07,3.911e-05,8e-06,0.0001,,4.314e3,54.43,19.57
3280.0,nom,8.444e-07,3.911e-05,8e-06,8e-05,,4.248e3,56.29,11.38
3281.0,nom,8.444e-07,3.911e-05,8e-06,8.444e-05,,4.261e3,55.83,13.89
3282.0,nom,8.444e-07,3.911e-05,8e-06,8.889e-05,,4.276e3,55.44,16.34
3283.0,nom,8.444e-07,3.911e-05,8e-06,9.333e-05,,4.295e3,55.16,17.91
3284.0,nom,8.444e-07,3.911e-05,8e-06,9.778e-05,,4.299e3,54.38,20.58
3285.0,nom,8.444e-07,3.911e-05,8e-06,0.0001022,,4.323e3,54.29,19.31
3286.0,nom,8.444e-07,3.911e-05,8e-06,0.00010669999999999999,,4.335e3,53.74,18.87
3287.0,nom,8.444e-07,3.911e-05,8e-06,0.0001111,,4.355e3,53.45,17.93
3288.0,nom,8.444e-07,3.911e-05,8e-06,0.00011559999999999999,,4.375e3,53.19,17.32
3289.0,nom,8.444e-07,3.911e-05,8e-06,0.00011999999999999999,,4.384e3,52.51,17
3290.0,nom,8.444e-07,3.911e-05,8.443999999999999e-06,0.0001,,4.151e3,53.8,20.25
3291.0,nom,8.444e-07,3.911e-05,8.443999999999999e-06,8e-05,,4.108e3,55.51,12.29
3292.0,nom,8.444e-07,3.911e-05,8.443999999999999e-06,8.444e-05,,4.12e3,55.27,14.62
3293.0,nom,8.444e-07,3.911e-05,8.443999999999999e-06,8.889e-05,,4.13e3,54.89,16.91
3294.0,nom,8.444e-07,3.911e-05,8.443999999999999e-06,9.333e-05,,4.138e3,54.5,18.79
3295.0,nom,8.444e-07,3.911e-05,8.443999999999999e-06,9.778e-05,,4.146e3,53.97,20.42
3296.0,nom,8.444e-07,3.911e-05,8.443999999999999e-06,0.0001022,,4.156e3,53.61,20.02
3297.0,nom,8.444e-07,3.911e-05,8.443999999999999e-06,0.00010669999999999999,,4.166e3,53.24,19.14
3298.0,nom,8.444e-07,3.911e-05,8.443999999999999e-06,0.0001111,,4.182e3,52.88,18.23
3299.0,nom,8.444e-07,3.911e-05,8.443999999999999e-06,0.00011559999999999999,,4.196e3,52.56,17.73
3300.0,nom,8.444e-07,3.911e-05,8.443999999999999e-06,0.00011999999999999999,,4.208e3,52.04,17.36
3301.0,nom,8.444e-07,3.911e-05,8.888999999999999e-06,0.0001,,4.041e3,53.25,20.47
3302.0,nom,8.444e-07,3.911e-05,8.888999999999999e-06,8e-05,,4.001e3,54.85,13.01
3303.0,nom,8.444e-07,3.911e-05,8.888999999999999e-06,8.444e-05,,4.012e3,54.64,15.29
3304.0,nom,8.444e-07,3.911e-05,8.888999999999999e-06,8.889e-05,,4.025e3,54.46,16.95
3305.0,nom,8.444e-07,3.911e-05,8.888999999999999e-06,9.333e-05,,4.031e3,53.93,19.33
3306.0,nom,8.444e-07,3.911e-05,8.888999999999999e-06,9.778e-05,,4.038e3,53.48,20.55
3307.0,nom,8.444e-07,3.911e-05,8.888999999999999e-06,0.0001022,,4.051e3,53.3,19.63
3308.0,nom,8.444e-07,3.911e-05,8.888999999999999e-06,0.00010669999999999999,,4.06e3,52.9,19.07
3309.0,nom,8.444e-07,3.911e-05,8.888999999999999e-06,0.0001111,,4.071e3,52.63,18.4
3310.0,nom,8.444e-07,3.911e-05,8.888999999999999e-06,0.00011559999999999999,,4.078e3,52.15,18.03
3311.0,nom,8.444e-07,3.911e-05,8.888999999999999e-06,0.00011999999999999999,,4.086e3,51.68,17.74
3312.0,nom,8.444e-07,3.911e-05,9.333e-06,0.0001,,3.939e3,52.69,20.8
3313.0,nom,8.444e-07,3.911e-05,9.333e-06,8e-05,,3.903e3,54.4,13.25
3314.0,nom,8.444e-07,3.911e-05,9.333e-06,8.444e-05,,3.913e3,54.11,15.57
3315.0,nom,8.444e-07,3.911e-05,9.333e-06,8.889e-05,,3.919e3,53.64,18.31
3316.0,nom,8.444e-07,3.911e-05,9.333e-06,9.333e-05,,3.928e3,53.41,19.48
3317.0,nom,8.444e-07,3.911e-05,9.333e-06,9.778e-05,,3.935e3,52.91,20.72
3318.0,nom,8.444e-07,3.911e-05,9.333e-06,0.0001022,,3.948e3,52.74,19.85
3319.0,nom,8.444e-07,3.911e-05,9.333e-06,0.00010669999999999999,,3.955e3,52.34,19.42
3320.0,nom,8.444e-07,3.911e-05,9.333e-06,0.0001111,,3.965e3,52.02,18.77
3321.0,nom,8.444e-07,3.911e-05,9.333e-06,0.00011559999999999999,,3.97e3,51.42,18.39
3322.0,nom,8.444e-07,3.911e-05,9.333e-06,0.00011999999999999999,,3.978e3,51.03,18.07
3323.0,nom,8.444e-07,3.911e-05,9.778e-06,0.0001,,3.84e3,52.12,21.09
3324.0,nom,8.444e-07,3.911e-05,9.778e-06,8e-05,,3.807e3,53.76,13.88
3325.0,nom,8.444e-07,3.911e-05,9.778e-06,8.444e-05,,3.815e3,53.45,16.32
3326.0,nom,8.444e-07,3.911e-05,9.778e-06,8.889e-05,,3.823e3,53.13,18.51
3327.0,nom,8.444e-07,3.911e-05,9.778e-06,9.333e-05,,3.829e3,52.69,20.63
3328.0,nom,8.444e-07,3.911e-05,9.778e-06,9.778e-05,,3.841e3,52.5,20.43
3329.0,nom,8.444e-07,3.911e-05,9.778e-06,0.0001022,,3.844e3,51.97,20.72
3330.0,nom,8.444e-07,3.911e-05,9.778e-06,0.00010669999999999999,,3.852e3,51.59,19.94
3331.0,nom,8.444e-07,3.911e-05,9.778e-06,0.0001111,,3.863e3,51.36,19.14
3332.0,nom,8.444e-07,3.911e-05,9.778e-06,0.00011559999999999999,,3.871e3,51,18.71
3333.0,nom,8.444e-07,3.911e-05,9.778e-06,0.00011999999999999999,,3.881e3,50.72,18.45
3334.0,nom,8.444e-07,3.911e-05,1.022e-05,0.0001,,3.751e3,51.78,20.62
3335.0,nom,8.444e-07,3.911e-05,1.022e-05,8e-05,,3.714e3,53.16,14.41
3336.0,nom,8.444e-07,3.911e-05,1.022e-05,8.444e-05,,3.718e3,52.64,17.57
3337.0,nom,8.444e-07,3.911e-05,1.022e-05,8.889e-05,,3.73e3,52.55,18.95
3338.0,nom,8.444e-07,3.911e-05,1.022e-05,9.333e-05,,3.735e3,52.11,21.02
3339.0,nom,8.444e-07,3.911e-05,1.022e-05,9.778e-05,,3.744e3,51.83,21.15
3340.0,nom,8.444e-07,3.911e-05,1.022e-05,0.0001022,,3.753e3,51.52,20.64
3341.0,nom,8.444e-07,3.911e-05,1.022e-05,0.00010669999999999999,,3.761e3,51.22,19.93
3342.0,nom,8.444e-07,3.911e-05,1.022e-05,0.0001111,,3.769e3,50.87,19.42
3343.0,nom,8.444e-07,3.911e-05,1.022e-05,0.00011559999999999999,,3.773e3,50.34,19.05
3344.0,nom,8.444e-07,3.911e-05,1.022e-05,0.00011999999999999999,,3.787e3,49.85,18.61
3345.0,nom,8.444e-07,3.911e-05,1.067e-05,0.0001,,3.657e3,51.06,21.36
3346.0,nom,8.444e-07,3.911e-05,1.067e-05,8e-05,,3.626e3,52.58,14.89
3347.0,nom,8.444e-07,3.911e-05,1.067e-05,8.444e-05,,3.632e3,52.21,17.54
3348.0,nom,8.444e-07,3.911e-05,1.067e-05,8.889e-05,,3.638e3,51.87,19.96
3349.0,nom,8.444e-07,3.911e-05,1.067e-05,9.333e-05,,3.648e3,51.63,20.87
3350.0,nom,8.444e-07,3.911e-05,1.067e-05,9.778e-05,,3.651e3,51.14,22.11
3351.0,nom,8.444e-07,3.911e-05,1.067e-05,0.0001022,,3.664e3,51.06,20.66
3352.0,nom,8.444e-07,3.911e-05,1.067e-05,0.00010669999999999999,,3.67e3,50.66,20.25
3353.0,nom,8.444e-07,3.911e-05,1.067e-05,0.0001111,,3.673e3,50.11,19.81
3354.0,nom,8.444e-07,3.911e-05,1.067e-05,0.00011559999999999999,,3.682e3,49.86,19.32
3355.0,nom,8.444e-07,3.911e-05,1.067e-05,0.00011999999999999999,,3.689e3,49.44,19.05
3356.0,nom,8.444e-07,3.911e-05,1.111e-05,0.0001,,3.568e3,50.47,21.82
3357.0,nom,8.444e-07,3.911e-05,1.111e-05,8e-05,,3.537e3,51.88,15.85
3358.0,nom,8.444e-07,3.911e-05,1.111e-05,8.444e-05,,3.546e3,51.63,18.05
3359.0,nom,8.444e-07,3.911e-05,1.111e-05,8.889e-05,,3.552e3,51.29,20.34
3360.0,nom,8.444e-07,3.911e-05,1.111e-05,9.333e-05,,3.56e3,51.01,21.57
3361.0,nom,8.444e-07,3.911e-05,1.111e-05,9.778e-05,,3.567e3,50.68,21.91
3362.0,nom,8.444e-07,3.911e-05,1.111e-05,0.0001022,,3.573e3,50.32,21.42
3363.0,nom,8.444e-07,3.911e-05,1.111e-05,0.00010669999999999999,,3.585e3,50.22,20.35
3364.0,nom,8.444e-07,3.911e-05,1.111e-05,0.0001111,,3.592e3,49.88,19.93
3365.0,nom,8.444e-07,3.911e-05,1.111e-05,0.00011559999999999999,,3.593e3,49.38,19.77
3366.0,nom,8.444e-07,3.911e-05,1.111e-05,0.00011999999999999999,,3.602e3,49.09,19.42
3367.0,nom,8.444e-07,3.911e-05,1.156e-05,0.0001,,3.485e3,49.88,22.16
3368.0,nom,8.444e-07,3.911e-05,1.156e-05,8e-05,,3.456e3,51.33,16.12
3369.0,nom,8.444e-07,3.911e-05,1.156e-05,8.444e-05,,3.462e3,50.99,18.84
3370.0,nom,8.444e-07,3.911e-05,1.156e-05,8.889e-05,,3.471e3,50.79,20.47
3371.0,nom,8.444e-07,3.911e-05,1.156e-05,9.333e-05,,3.475e3,50.37,22.51
3372.0,nom,8.444e-07,3.911e-05,1.156e-05,9.778e-05,,3.486e3,50.25,21.69
3373.0,nom,8.444e-07,3.911e-05,1.156e-05,0.0001022,,3.491e3,49.85,21.51
3374.0,nom,8.444e-07,3.911e-05,1.156e-05,0.00010669999999999999,,3.499e3,49.61,20.74
3375.0,nom,8.444e-07,3.911e-05,1.156e-05,0.0001111,,3.506e3,49.23,20.23
3376.0,nom,8.444e-07,3.911e-05,1.156e-05,0.00011559999999999999,,3.513e3,48.95,19.9
3377.0,nom,8.444e-07,3.911e-05,1.156e-05,0.00011999999999999999,,3.516e3,48.49,19.69
3378.0,nom,8.444e-07,3.911e-05,1.2e-05,0.0001,,3.405e3,49.36,22.43
3379.0,nom,8.444e-07,3.911e-05,1.2e-05,8e-05,,3.376e3,50.73,16.72
3380.0,nom,8.444e-07,3.911e-05,1.2e-05,8.444e-05,,3.385e3,50.53,18.87
3381.0,nom,8.444e-07,3.911e-05,1.2e-05,8.889e-05,,3.392e3,50.27,20.72
3382.0,nom,8.444e-07,3.911e-05,1.2e-05,9.333e-05,,3.397e3,49.9,22.34
3383.0,nom,8.444e-07,3.911e-05,1.2e-05,9.778e-05,,3.405e3,49.65,22.17
3384.0,nom,8.444e-07,3.911e-05,1.2e-05,0.0001022,,3.412e3,49.39,21.57
3385.0,nom,8.444e-07,3.911e-05,1.2e-05,0.00010669999999999999,,3.419e3,49.12,20.92
3386.0,nom,8.444e-07,3.911e-05,1.2e-05,0.0001111,,3.427e3,48.75,20.42
3387.0,nom,8.444e-07,3.911e-05,1.2e-05,0.00011559999999999999,,3.431e3,48.47,20.18
3388.0,nom,8.444e-07,3.911e-05,1.2e-05,0.00011999999999999999,,3.438e3,48.19,20.04
3389.0,nom,8.444e-07,4.089e-05,1e-05,0.0001,,3.789e3,51.28,20.45
3390.0,nom,8.444e-07,4.089e-05,1e-05,8e-05,,3.753e3,52.79,14.32
3391.0,nom,8.444e-07,4.089e-05,1e-05,8.444e-05,,3.761e3,52.44,17.16
3392.0,nom,8.444e-07,4.089e-05,1e-05,8.889e-05,,3.772e3,52.27,18.83
3393.0,nom,8.444e-07,4.089e-05,1e-05,9.333e-05,,3.774e3,51.68,21.73
3394.0,nom,8.444e-07,4.089e-05,1e-05,9.778e-05,,3.787e3,51.59,20.37
3395.0,nom,8.444e-07,4.089e-05,1e-05,0.0001022,,3.803e3,51.64,18.86
3396.0,nom,8.444e-07,4.089e-05,1e-05,0.00010669999999999999,,3.807e3,51.11,18.62
3397.0,nom,8.444e-07,4.089e-05,1e-05,0.0001111,,3.812e3,50.42,18.07
3398.0,nom,8.444e-07,4.089e-05,1e-05,0.00011559999999999999,,3.82e3,50.28,17.78
3399.0,nom,8.444e-07,4.089e-05,1e-05,0.00011999999999999999,,3.824e3,49.65,17.35
3400.0,nom,8.444e-07,4.089e-05,8e-06,0.0001,,4.306e3,53.81,19.12
3401.0,nom,8.444e-07,4.089e-05,8e-06,8e-05,,4.243e3,55.73,10.89
3402.0,nom,8.444e-07,4.089e-05,8e-06,8.444e-05,,4.254e3,55.17,13.84
3403.0,nom,8.444e-07,4.089e-05,8e-06,8.889e-05,,4.274e3,54.97,15.8
3404.0,nom,8.444e-07,4.089e-05,8e-06,9.333e-05,,4.287e3,54.53,17.95
3405.0,nom,8.444e-07,4.089e-05,8e-06,9.778e-05,,4.301e3,54.17,18.53
3406.0,nom,8.444e-07,4.089e-05,8e-06,0.0001022,,4.322e3,53.93,17.93
3407.0,nom,8.444e-07,4.089e-05,8e-06,0.00010669999999999999,,4.337e3,53.46,17.39
3408.0,nom,8.444e-07,4.089e-05,8e-06,0.0001111,,4.346e3,52.82,16.87
3409.0,nom,8.444e-07,4.089e-05,8e-06,0.00011559999999999999,,4.363e3,52.46,16.22
3410.0,nom,8.444e-07,4.089e-05,8e-06,0.00011999999999999999,,4.372e3,51.79,15.88
3411.0,nom,8.444e-07,4.089e-05,8.443999999999999e-06,0.0001,,4.149e3,53.35,19.2
3412.0,nom,8.444e-07,4.089e-05,8.443999999999999e-06,8e-05,,4.105e3,54.94,11.97
3413.0,nom,8.444e-07,4.089e-05,8.443999999999999e-06,8.444e-05,,4.116e3,54.68,14.38
3414.0,nom,8.444e-07,4.089e-05,8.443999999999999e-06,8.889e-05,,4.122e3,54.13,17.53
3415.0,nom,8.444e-07,4.089e-05,8.443999999999999e-06,9.333e-05,,4.136e3,53.97,18.51
3416.0,nom,8.444e-07,4.089e-05,8.443999999999999e-06,9.778e-05,,4.144e3,53.51,19.47
3417.0,nom,8.444e-07,4.089e-05,8.443999999999999e-06,0.0001022,,4.16e3,53.57,18.05
3418.0,nom,8.444e-07,4.089e-05,8.443999999999999e-06,0.00010669999999999999,,4.164e3,52.84,17.88
3419.0,nom,8.444e-07,4.089e-05,8.443999999999999e-06,0.0001111,,4.179e3,52.4,17.01
3420.0,nom,8.444e-07,4.089e-05,8.443999999999999e-06,0.00011559999999999999,,4.194e3,52.17,16.56
